일시,최대전력(MW),평균기온(°C),최고기온(°C),최저기온(°C),평균 상대습도(%),평균 풍속(m/s),일강수량(mm),일 최심신적설(cm),월,요일,주말여부,불쾌지수,체감온도
2024-02-01,81677.0,4.566666666666666,7.8,2.016666666666667,67.81666666666666,2.3666666666666667,1.1666666666666667,0.0,2,3,0,43.36720816666667,2.490367044189869
2024-02-02,79921.0,4.133333333333334,8.583333333333334,1.6666666666666667,71.08333333333333,2.183333333333333,0.3,0.0,2,4,0,42.39181333333333,2.154715262567354
2024-02-03,66832.0,5.166666666666667,9.0,1.8333333333333333,74.51666666666667,2.15,1.8333333333333333,0.0,2,5,1,43.64064416666667,3.398643247809172
2024-02-04,64807.0,6.6000000000000005,10.6,3.75,75.7,2.35,3.6,0.0,2,6,1,45.767138,4.90387309926329
2024-02-05,82573.0,4.45,6.983333333333333,2.4166666666666665,86.48333333333333,3.8833333333333333,10.200000000000001,2.25,2,0,0,41.34740658333333,1.2367918513284661
2024-02-06,83641.0,2.7166666666666663,4.833333333333333,1.1166666666666665,81.71666666666667,1.9333333333333336,0.23333333333333336,0.30000000000000004,2,1,0,39.012786416666664,0.7688718267795391
2024-02-07,79115.0,1.9833333333333334,6.016666666666667,-0.6666666666666666,67.21666666666665,1.9000000000000001,0.0,0.0,2,2,0,39.61431591666667,-0.04338809608211425
2024-02-08,77521.0,1.8166666666666667,7.383333333333333,-2.2333333333333334,65.98333333333333,1.4000000000000001,0.0,0.0,2,3,0,39.52259358333333,0.45392444236296836
2024-02-09,62755.0,2.533333333333333,7.95,-1.6166666666666665,62.449999999999996,1.9666666666666668,0.0,0.0,2,4,0,40.987896,0.5170542250951415
2024-02-10,57179.0,2.8000000000000003,8.433333333333334,-1.3833333333333335,63.916666666666664,1.9333333333333333,0.0,0.0,2,5,1,41.199686666666665,0.8657326493146336
2024-02-11,58509.0,2.4333333333333336,7.533333333333334,-2.0166666666666666,63.449999999999996,2.1,0.0,0.0,2,6,1,40.7261605,0.25051736356230925
2024-02-12,61340.0,4.6000000000000005,11.616666666666667,-1.75,57.93333333333333,1.9166666666666667,0.0,0.0,2,0,0,44.379817333333335,2.975951753032786
2024-02-13,71718.0,9.450000000000001,15.85,2.65,65.93333333333332,2.866666666666667,0.0,0.0,2,1,0,50.69442633333334,7.918807173066497
2024-02-14,75951.0,12.65,17.716666666666665,8.9,82.26666666666667,2.033333333333333,2.92,0.0,2,2,0,55.08503266666666,12.65
2024-02-15,78957.0,6.816666666666666,13.783333333333331,1.5999999999999999,81.60000000000001,2.8333333333333335,4.0600000000000005,1.3,2,3,0,45.659476,4.788898183358636
2024-02-16,75965.0,3.733333333333333,9.483333333333333,-0.6166666666666667,62.900000000000006,1.8333333333333333,0.0,0.0,2,4,0,42.654084,2.0647178380732147
2024-02-17,64340.0,5.933333333333334,13.116666666666667,-0.30000000000000004,67.68333333333332,1.5666666666666667,0.0,0.0,2,5,1,45.40300233333333,4.914671330877918
2024-02-18,63128.0,8.216666666666667,12.516666666666666,2.0,82.35000000000001,1.7166666666666668,18.900000000000002,0.0,2,6,1,47.87821075,7.37012911411078
2024-02-19,76849.0,11.466666666666667,15.483333333333334,7.133333333333333,93.25,2.6166666666666667,19.05,0.0,2,0,0,52.838989999999995,11.466666666666667
2024-02-20,79989.0,6.1000000000000005,9.416666666666666,4.1499999999999995,87.95,3.1,4.066666666666666,0.0,2,1,0,43.9754505,3.7433018514670358
